zPositions, avgNumOfMethanesAtZ
0.000, 0.000
0.250, 0.000
0.500, 0.000
0.750, 0.000
1.000, 0.000
1.250, 0.000
1.500, 0.000
1.750, 0.000
2.000, 0.000
2.250, 0.000
2.500, 0.000
2.750, 0.000
3.000, 0.038
3.250, 0.150
3.500, 0.073
3.750, 0.017
4.000, 0.004
4.250, 0.002
4.500, 0.001
4.750, 0.001
5.000, 0.001
5.250, 0.001
5.500, 0.001
5.750, 0.002
6.000, 0.005
6.250, 0.009
6.500, 0.009
6.750, 0.007
7.000, 0.004
7.250, 0.002
7.500, 0.001
7.750, 0.001
8.000, 0.000
8.250, 0.000
8.500, 0.000
8.750, 0.000
9.000, 0.000
9.250, 0.000
9.500, 0.000
9.750, 0.000
10.000, 0.000
10.250, 0.000
10.500, 0.000
10.750, 0.000
11.000, 0.000
11.250, 0.000
11.500, 0.000
11.750, 0.000
12.000, 0.000
12.250, 0.000
12.500, 0.000
12.750, 0.000
13.000, 0.000
13.250, 0.000
13.500, 0.000
13.750, 0.000
14.000, 0.000
14.250, 0.000
14.500, 0.000
14.750, 0.000
15.000, 0.000
15.250, 0.000
15.500, 0.000
15.750, 0.000
16.000, 0.000
16.250, 0.000
16.500, 0.000
16.750, 0.000
17.000, 0.000
17.250, 0.000
17.500, 0.000
17.750, 0.000
18.000, 0.000
18.250, 0.000
18.500, 0.000
18.750, 0.000
19.000, 0.000
19.250, 0.000
19.500, 0.000
19.750, 0.000
20.000, 0.000
20.250, 0.000
20.500, 0.000
20.750, 0.000
21.000, 0.000
21.250, 0.000
21.500, 0.000
21.750, 0.000
22.000, 0.000
22.250, 0.000
22.500, 0.000
22.750, 0.000
23.000, 0.000
23.250, 0.000
23.500, 0.000
23.750, 0.000
24.000, 0.000
24.250, 0.000
24.500, 0.000
24.750, 0.000
25.000, 0.000
25.250, 0.000
25.500, 0.000
25.750, 0.000
26.000, 0.000
26.250, 0.000
26.500, 0.000
26.750, 0.000
27.000, 0.000
27.250, 0.000
27.500, 0.000
27.750, 0.000
28.000, 0.000
28.250, 0.000
28.500, 0.000
28.750, 0.000
29.000, 0.000
29.250, 0.000
29.500, 0.000
29.750, 0.000
30.000, 0.000
30.250, 0.000
30.500, 0.000
30.750, 0.000
31.000, 0.000
31.250, 0.000
31.500, 0.000
31.750, 0.000
32.000, 0.000
32.250, 0.000
32.500, 0.000
32.750, 0.000
33.000, 0.000
33.250, 0.000
33.500, 0.000
33.750, 0.000
34.000, 0.000
34.250, 0.000
34.500, 0.000
34.750, 0.000
35.000, 0.000
35.250, 0.000
35.500, 0.000
35.750, 0.000
36.000, 0.000
36.250, 0.000
36.500, 0.000
36.750, 0.000
37.000, 0.000
37.250, 0.000
37.500, 0.000
37.750, 0.000
38.000, 0.000
38.250, 0.000
38.500, 0.000
38.750, 0.000
39.000, 0.000
39.250, 0.000
39.500, 0.000
39.750, 0.000
40.000, 0.000
40.250, 0.000
40.500, 0.000
40.750, 0.000
41.000, 0.000
41.250, 0.000
41.500, 0.000
41.750, 0.000
42.000, 0.001
42.250, 0.001
42.500, 0.002
42.750, 0.004
43.000, 0.007
43.250, 0.010
43.500, 0.009
43.750, 0.005
44.000, 0.002
44.250, 0.001
44.500, 0.001
44.750, 0.001
45.000, 0.001
45.250, 0.001
45.500, 0.002
45.750, 0.004
46.000, 0.018
46.250, 0.072
46.500, 0.150
46.750, 0.039
47.000, 0.000
47.250, 0.000
47.500, 0.000
47.750, 0.000
48.000, 0.000
48.250, 0.000
48.500, 0.000
48.750, 0.000
49.000, 0.000
49.250, 0.000
49.500, 0.000
